THEUER CHARLES,1260990,"Dr. Theuer received a B.S. from the Massachusetts Institute of Technology, an M.D. from the University of California, San Francisco, and a Ph.D. from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1260990/000095017023022466/onct_proxy_2023.htm
,1698538,"Mr. Chappell graduated with a B.A. in Political Science and Business Administration from the University of California, Los Angeles, has an MBA from the University of California, Irvine, and has a Master of Aging ServicesManagement from the University of Southern California.18STOCK OWNERSHIPBeneficial Ownership of the Company’s",https://www.sec.gov/Archives/edgar/data/1698538/000119312523100380/d462666ddef14a.htm
,1698538,"Mr. Muzzy graduated with a B.A. in Social Ecology from the University of California, Irvine, and has an MBA from Pepperdine University.",https://www.sec.gov/Archives/edgar/data/1698538/000119312524094554/d825736ddef14a.htm
Muzzy Stephen G,1852575,"Mr. Muzzy graduated with aB.A. in Social Ecology from the University of California, Irvine, and has an MBA from Pepperdine University.  ",https://www.sec.gov/Archives/edgar/data/1852575/000119312524091711/d811706ddef14a.htm
,1852575,"Mr. Look holds a B.S. in Computer Science from the University of California, Irvineand a J.D. from the Pepperdine University School of Law.",https://www.sec.gov/Archives/edgar/data/1852575/000119312523095400/d494730ddef14a.htm
Muzzy Stephen G,1852575,"Mr. Muzzy graduated with a B.A. in Social Ecology from the University of California, Irvine, and has an MBAfrom Pepperdine University.  ",https://www.sec.gov/Archives/edgar/data/1852575/000119312523095400/d494730ddef14a.htm
,1605941,"He has a bachelor’s degree in economics from the University of California, Irvine and anMBA in finance and accounting from the University of Chicago Booth School of Business.",https://www.sec.gov/Archives/edgar/data/1605941/000119312523222789/d609075ddef14a.htm
Yakatan Seth,1374328,"Mr. Yakatan holds an M.B.A. in Finance from the University of California, Irvine, and a Bachelor of Arts in History and Public Affairs from the University of Denver.",https://www.sec.gov/Archives/edgar/data/1374328/000143774923018969/ftlf20230628_def14a.htm
,1819576,"Dr. Saggar received a B.S. degree and a M.D. degree from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1819576/000110465923053124/tm232005-2_def14a.htm
,1819576,"Dr. Saggar received a B.S. degree and a M.D. degree from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1819576/000110465924054100/tm242791-4_def14a.htm
KRAMER DESIREE AMBER,1821160,"Ms. Kramer holds a Bachelor of Business Administration in finance from Texas Christian University and a Master of Business Administration from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1821160/000182116023000026/ghld-def14aproxy2023.htm
KRAMER DESIREE AMBER,1821160,"Ms. Kramer holds a Bachelor of Business Administration in finance from Texas Christian University and a Master of Business Administration from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1821160/000182116024000020/ghld-def14aproxy2024.htm
Emerson Jane,73290,"From1994 to 2009, Dr. Emerson was on the faculty of the University of California, Irvine School of Medicines where she served as Chief ofClinical Pathology, and from 2000 to 2009, she served as the Vice Chair for Clinical Programs, Department of Pathology, and LaboratoryMedicine.",https://www.sec.gov/Archives/edgar/data/73290/000149315223034447/formdef14a.htm
Dean Robert E,814083,"Mr. Dean holds a Bachelor of Arts degree from the University of California, Irvine and a Juris Doctor degree from the University of Minnesota Law School.",https://www.sec.gov/Archives/edgar/data/814083/000139834424004621/fp0087341-1_def14a.htm
Dean Robert E,814083,"Mr. Dean holds a Bachelor of Arts degree from the University of California, Irvine and a Juris Doctor degree from the University of Minnesota Law School.",https://www.sec.gov/Archives/edgar/data/814083/000139834423004618/fp0081912-2_def14a.htm
Chang Brian P,1799332,"Mr. Chang holds a Bachelor of Arts, Economics from the University of California, Irvine and a Masters of Accounting from the University of Southern California.",https://www.sec.gov/Archives/edgar/data/1799332/000114036123021615/ny20007587x1_def14a.htm
Dean Robert E,33934,"Mr. Dean holds a Bachelor of Arts degree from the University of California, Irvine and a Juris Doctor degree from the University of Minnesota Law School.",https://www.sec.gov/Archives/edgar/data/33934/000139834424004620/fp0087340-1_def14a.htm
Dean Robert E,33934,"Mr. Dean holds a Bachelor of Arts degree from the University of California, Irvine and a Juris Doctor degree from the University of Minnesota Law School.",https://www.sec.gov/Archives/edgar/data/33934/000139834423004619/fp0081911-2_def14a.htm
Thunen Shelley B,1837607,"Ms. Thunen received a B.A. in economics and an M.B.A. from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1837607/000183760724000042/aeon-20240614xdef14a.htm
Baracchini Edgardo Jr,1711754,"He received his MBA from the University of California, Irvine, his PhD in molecular and cell biology from the University of Texas at Dallas, and his B.S. in microbiology from the University of Notre Dame.",https://www.sec.gov/Archives/edgar/data/1711754/000121390023031675/def14a0423_inmunebioinc.htm
,1654595,Mr. Kavanaugh received his B.S. in Information and Computer Science from the University of California Irvine in 1985 and his MBA from Pepperdine University in 2003.,https://www.sec.gov/Archives/edgar/data/1654595/000110465923093698/tm2322683-1_def14a.htm
,1654595,Mr. Kavanaugh received his B.S. in Information and Computer Science from the University of California Irvine in 1985 and his MBA from Pepperdine University in 2003.,https://www.sec.gov/Archives/edgar/data/1654595/000110465923093698/tm2322683-1_def14a.htm
Sentovich Kimberly C.,1394056,"Ms. Sentovich obtained her MBA from The Paul Merage School of Business, University of California, Irvine, and her B.A. in Philosophy and Political Science with a Minor in Economics from Bryn Mawr College.",https://www.sec.gov/Archives/edgar/data/1394056/000095017023013271/oss-2022-def14a.htm
Messinger Gioia,1394056,"Ms. Messinger obtained her master of business administration degree from the Paul Merage School of Business at the University of California, Irvine and bachelor of science in Computer Engineering from the University of California, San Diego.  ",https://www.sec.gov/Archives/edgar/data/1394056/000095017023013271/oss-2022-def14a.htm
Messinger Gioia,1394056,"Ms. Messinger obtained her Master of Business Administration degree from the Paul Merage School of Business at the University of California, Irvine and bachelor of science in Computer Engineering from the University of California, San Diego.",https://www.sec.gov/Archives/edgar/data/1394056/000095017024044398/copy_of_oss-2024-def14a.htm
Mantas Jesus B,875045,"Before joining IBM, Mr. Mantas was a Partner in PricewaterhouseCoopers Consulting, an adjunct professor at University of California Irvine – Graduate School of Management and an officer in the Air Force of Spain.  ",https://www.sec.gov/Archives/edgar/data/875045/000119312523127639/d422936ddef14a.htm
Mantas Jesus B,875045,"Career Highlights   •   Global Managing Partner, IBM Global Business Services (since 2022)   •   Senior roles at IBM (2002 – 2022) including: ○  Global Managing Partner, Strategy, Innovation and Corporate Development ○  Global Managing Partner, IBM Business Consulting ○  General Manager, IBM Business Process Outsourcing ○  Managing Partner and General Manager, IBM Global Business Services Latin America ○  Senior Partner, IBM Global Business Services   •   Partner, High Technology Practice, PricewaterhouseCoopers Consulting (1997 – 2002)   •   Adjunct Professor, University of California Irvine, Graduate School of Management, Paul Merage School of Business (1997 – 2001)   •   Second Lieutenant, Air Force of Spain (1993)   ",https://www.sec.gov/Archives/edgar/data/875045/000119312524118313/d547371ddef14a.htm
THEUER CHARLES,1394319,"Dr. Theuer received a B.S. from the Massachusetts Institute of Technology, an M.D. from the University of California, San Francisco, and a Ph.D. from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1394319/000156459023003320/tcon-def14a_20230419.htm
Kurtz Ronald M MD,1111485,"Dr. Kurtz has served on the faculty of both the University of California, Irvine, and the University of Michigan.",https://www.sec.gov/Archives/edgar/data/1111485/000095017023013694/2023_def14a_12312022.htm
Thunen Shelley B,1111485,"Ms. Thunen received a B.A. in economics and an M.B.A. from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1111485/000095017023013694/2023_def14a_12312022.htm
Kurtz Ronald M MD,1111485,"Dr. Kurtz has served on the faculty of both the University of California, Irvine, and the University of Michigan.",https://www.sec.gov/Archives/edgar/data/1111485/000095017024048381/2024_def14a_12312023.htm
Thunen Shelley B,1111485,"Ms. Thunen received a B.A. in economics and an M.B.A. from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1111485/000095017024048381/2024_def14a_12312023.htm
,1574197,"Mr. Hunt currently serves on the boards of Glenair Corporation, Psomas and University of California, Irvine Foundation and is the former Chairman of CT Realty, and he formerly served as lead independent director at William Lyon Homes and on the board of Taylor Morrison Home Corporation.",https://www.sec.gov/Archives/edgar/data/1574197/000157419724000056/fph-20240412.htm
Haddad Emile,1574197,"Mr. Haddad formerly served on the Board of Trustees at the University of California, Irvine Foundation and Claremont Graduate University, as well as the boards of directors of PBS (Public Broadcasting System)",https://www.sec.gov/Archives/edgar/data/1574197/000157419723000047/fph-20230428.htm
Bradford Tonya Williams,1462120,"Dr. Bradford is an associate professor of marketing at the University of California, Irvine where she conducts research regarding rituals, communities and identity across phenomenon including gifting (e.g., registry, organ, charitable), relationships with money, communities (e.g., tailgating and support), acculturation, and brand loyalty.",https://www.sec.gov/Archives/edgar/data/1462120/000146212023000026/lob-20230328.htm
Bradford Tonya Williams,1462120,"Dr. Bradford is an associate professor of marketing at the University of California, Irvine where she conducts research regarding rituals, communities and identity across phenomenon including gifting (e.g., registry, organ, charitable), relationships with money, communities (e.g., tailgating and support), acculturation, and brand loyalty.",https://www.sec.gov/Archives/edgar/data/1462120/000146212024000028/lob-20240405.htm
Schneider David,1713683,"Mr. Schneider holds a B.A. in political science from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1713683/000162828023039884/zs-20231122.htm
,885709,"Dean, The Paul Merage School of Business, University of California IrvineAll (20)NonePublished research — finance & economicsBoard service for charitable/ educational/nonprofit organizationsPh.",https://www.sec.gov/Archives/edgar/data/885709/000119312523236182/d524040ddef14a.htm
LEVRA CRAIG L,751365,"Mr. Levra received a bachelor’s and MBA degree from the University of Kansas, and a Certificate in Public Company Governance from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/751365/000162828023016724/virc-20230509.htm
Farid Marjan,1479419,"Dr. Farid is also the founder of the Severe Ocular Surface Disease Center at the University of California Irvine, where she performs limbal stem cell transplants, as well as artificial corneal transplantation, for the treatment of patients with severe ocular surface disease.",https://www.sec.gov/Archives/edgar/data/1479419/000155837023003570/tmb-20230424xdef14a.htm
Farid Marjan,1479419,"Dr. Farid is also the founder of the Severe Ocular Surface Disease Center at the University of California Irvine, where she performs limbal stem cell transplants, as well as artificial corneal transplantation, for the treatment of patients with severe ocular surface disease.",https://www.sec.gov/Archives/edgar/data/1479419/000155837024006097/tmb-20240611xdef14a.htm
Farid Marjan,1479419,"Dr. Farid is also the founder of the Severe Ocular Surface Disease 10Table of ContentsCenter at the University of California Irvine, where she performs limbal stem cell transplants, as well as artificial corneal transplantation, for the treatment of patients with severe ocular surface disease.",https://www.sec.gov/Archives/edgar/data/1479419/000155837023009370/tmb-20230622xdef14a.htm
,1606366,"He holds an undergraduate degree in economics and an MBA from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1606366/000160636623000012/loco-20230606xdef14a.htm
,1606366,"He holds an undergraduate degree in economics and an MBA from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1606366/000160636624000020/loco-20240528xdef14a.htm
,1466085,"Key Attributes, Experiences and Skills: Ms. del Rio was selected to serve on our Board primarily because of her extensive experience and prior service in the real estate industry and legal compliance at University of California, Irvine, School of Law and serves as president of the Board of Directors of Thomas House on the Board of Directors of Project Access, a nonprofit organization servicing the homeless and low-income in the community. ",https://www.sec.gov/Archives/edgar/data/1466085/000146608523000058/irt-20230321.htm
del Rio Ana Marie,1466085,"Key Attributes, Experiences and Skills: Ms. del Rio was selected to serve on our Board primarily because of her extensive experience and prior service in the real estate industry and legal compliance at University of California, Irvine, School of Law and serves as president of the Board of Directors of Thomas House, a nonprofit organization servicing the homeless and low-income in the community. ",https://www.sec.gov/Archives/edgar/data/1466085/000146608524000043/irt-20240320.htm
BAILEY DON M,876343,Mr. Bailey is a founding board member of the University of California Irvine’s (UCI) Applied Innovation Institute.,https://www.sec.gov/Archives/edgar/data/876343/000095017024049935/lctx_proxy_2024.htm
BAILEY DON M,876343,Mr. Bailey is a founding board member of the University of California Irvine’s (UCI)Applied Innovation Institute.,https://www.sec.gov/Archives/edgar/data/876343/000149315223025680/formdef14a.htm
,1803901,"Dr. Choudhary holds a M.D. from the Saba University School of Medicine, an M.A. from Loyola Marymount University, and a B.S. and B.A. from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1803901/000114036123042235/ny20007727x3_def14a.htm
,1661458,"Mr. Shekell holds a Master of Business Administration from the University of California, Irvine, where he graduated first in his class, and a Bachelor of Science from Ball State University, where he majored in Accounting.",https://www.sec.gov/Archives/edgar/data/1661458/000166145823000015/def14a2022proxy-2023.htm
,1661458,"Mr. Shekell holds a Master of Business Administration from the University of California, Irvine, where he graduated first in his class, and a Bachelor of Science from Ball State University, where he majored in Accounting.",https://www.sec.gov/Archives/edgar/data/1661458/000166145824000007/def14aproxy-2024.htm
SOOD JASPREET K,1646188,"Ms. Sood holds an MBA with an emphasis in Technology Management from Pepperdine University and a bachelor’s degree in Economics from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1646188/000101376223000641/def14a0923_ondashold.htm
,925528,"Mr. Gaglione received a B.S. in Chemistry from the State University of New York and an MBA in Marketing from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/925528/000110465923050402/tm232002d2_def14a.htm
Young Kendall K,1503707,Mr. Young holds a Bachelor of Arts degree in Business Administration from the University of Southern California and a Masters of Business Administration from the University of California Irvine.,https://www.sec.gov/Archives/edgar/data/1503707/000150370723000012/nshi-20230420.htm
Young Kendall K,1503707,Mr. Young holds a Bachelor of Arts degree in Business Administration from the University of Southern California and a Masters of Business Administration from the University of California Irvine.,https://www.sec.gov/Archives/edgar/data/1503707/000150370724000014/nshi-20240415.htm
Margolin Richard A,1742927,"Dr. Margolin earned his AB from Harvard College and his MD from the University of California, Irvine and received research training at the National Institutes of Health.",https://www.sec.gov/Archives/edgar/data/1742927/000143774923027676/rvph20230927_def14a.htm
,880242,,https://www.sec.gov/Archives/edgar/data/880242/000143774924013406/blgo20240426c_def14a.htm
,880242,,https://www.sec.gov/Archives/edgar/data/880242/000143774923010809/blgo20230418_def14a.htm
,1531177,"Mr. Park holds a B.S. in Mechanical Engineering from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1531177/000114036123020618/ny20007999x1_def14a.htm
,1531177,"Mr. Park holds a B.S. in Mechanical Engineering from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1531177/000114036124022158/ny20024323x1_def14a.htm
KELLER ULRICH E. JR,1413837,Mr. Keller served as a Trustee of the University of California Irvine (“UCI”) for 15 years.,https://www.sec.gov/Archives/edgar/data/1413837/000110465924048756/tm247956d2_def14a.htm
LACOB JOSEPH,1528287,"Mr. Lacob earned a B.S. from the University of California, Irvine, an M.P.H. from the University of California, Los Angeles, and an M.B.A from the Stanford Graduate School of Business.",https://www.sec.gov/Archives/edgar/data/1528287/000114036124021062/ny20023787x1_def14a.htm
LACOB JOSEPH,1528287,"Mr. Lacob earned a B.S. from the University of California, Irvine, an M.P.H. from the University of California, Los Angeles, and an M.B.A from the Stanford Graduate School of Business.",https://www.sec.gov/Archives/edgar/data/1528287/000114036123020294/ny20007017x1_def14a.htm
Velarde Jorge,1850906,"Mr. Velarde holds a B.S. in Molecular Biology and a minor in Chemistry from Loyola University, New Orleans and an M.B.A. from the University of California Irvine—Paul Merage School of Business.",https://www.sec.gov/Archives/edgar/data/1850906/000095017023012699/omic_14a_proxy_april_202.htm
Velarde Jorge,1850906,"Mr. Velarde holds a B.S. in Molecular Biology and a minor in Chemistry from Loyola University, New Orleans, and an M.B.A. from the University of California, Irvine—Paul Merage School of Business.",https://www.sec.gov/Archives/edgar/data/1850906/000095017024045597/omic_def_14a_proxy_2024.htm
Jenusaitis Matthew,1661053,"Mr. Jenusaitis has an MBA from the University of California, Irvine, aMasters Degree in Biomedical Engineering from Arizona State University, and a Bachelors Degree in Chemical Engineering from Cornell University.",https://www.sec.gov/Archives/edgar/data/1661053/000149315223039303/formdef14a.htm
Podnos Yale,1799191,"Dr. Podnos received his MD from the University of California, Irvine School of Medicine, where he also completed his residency in general surgery.",https://www.sec.gov/Archives/edgar/data/1799191/000119312523127373/d467988ddef14a.htm
Podnos Yale,1799191,"Dr. Podnos received his MD from the University of California, Irvine School of Medicine, where he also completed his residency in general surgery.",https://www.sec.gov/Archives/edgar/data/1799191/000119312524129457/d783552ddef14a.htm
Dutia Suren G,1506251,"He has served as a member of the advisory board of Center for DigitalTransformation, University of California, Irvine since May 2012.",https://www.sec.gov/Archives/edgar/data/1506251/000121390024006971/ea192072-def14a_citiuspharma.htm
,1795815,"Ms. Merchant received her bachelor’s degree in Criminology, Law, and Society from the University of California, Irvine, and both her Juris Doctorate and master’s in Business Administration degree from the University of Connecticut.  ",https://www.sec.gov/Archives/edgar/data/1795815/000179581523000006/bcal2023proxystatement.htm
,1795815,"Ms. Merchant received her bachelor’s degree in Criminology, Law, and Society from the University of California, Irvine, and both her Juris Doctorate and Master’s in Business Administration degree from the University of Connecticut.  ",https://www.sec.gov/Archives/edgar/data/1795815/000179581524000004/bcal2024proxystatement.htm
Aynechi Tiba,1683553,"She received her B.S. in physics from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1683553/000095017024042270/sprb-def14a-2024.htm
Aynechi Tiba,1683553,"She received her B.S. in physics from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1683553/000095017023011910/sprb-def14a-2023.htm
,1327978,,https://www.sec.gov/Archives/edgar/data/1327978/000110465923045091/tm232126-1_def14a.htm
,1327978,,https://www.sec.gov/Archives/edgar/data/1327978/000110465924045861/tm2411296-1_def14a.htm
Nguyen Timothy,1834494,"Mr. Nguyen holds a B.S. in computer science from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1834494/000183449423000046/a2023proxystatement.htm
Nguyen Timothy,1834494,"Mr. Nguyen holds a B.S. in computer science from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1834494/000183449424000070/a2024proxystatement.htm
,1625941,,https://www.sec.gov/Archives/edgar/data/1625941/000110465923045101/tm232118-1_def14a.htm
,1625941,,https://www.sec.gov/Archives/edgar/data/1625941/000110465924045865/tm242859-1_def14a.htm
YERXA BENJAMIN R,1539029,"Dr. Yerxa received a B.A. in chemistry from the University of California, San Diego and a Ph.D. in organic chemistry from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1539029/000119312523124528/d400098ddef14a.htm
YERXA BENJAMIN R,1539029,"Dr. Yerxa received a B.A. in chemistry from the University of California, San Diego and a Ph.D. in organic chemistry from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1539029/000119312524118177/d765074ddef14a.htm
ROBIN HOWARD W,906709,"Mr. Ajer received both a B.S. in chemistry and an M.B.A. from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/906709/000114036124022440/ny20022201x1_def14a.htm
,906709,,https://www.sec.gov/Archives/edgar/data/906709/000114036123021580/ny20008281x1_def14a.htm
HENRY CHRISTIAN O,1631574,"Mr. Henry earned his B.A. in biochemistry and cell biology from the University of California, San Diego, and his M.B.A., with a concentration in finance, from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1631574/000119312523175031/d505907ddef14a.htm
,1510295,,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000033/compressedfinal_printxvers.pdf
,1510295,"Other Public Company Directorships (within past five years): NoneEducation: B.S., Mechanical Engineering, University of California, Irvine; M.B.A., University of California, Irvine; Advanced Management Program, University of PennsylvaniaOther Professional Experience and Community Involvement: Director, Saudi Electricity Company (2018-2020)Member, Board of Directors for the International Youth FoundationJonathan Z. CohenCLASS",https://www.sec.gov/Archives/edgar/data/1510295/000151029524000033/mpc-20240313.htm
,1510295,"Other Public Company Directorships (within past five years): NoneEducation: B.S., Mechanical Engineering, University of California, Irvine; M.B.A., University of California, Irvine; Advanced Management Program, University of PennsylvaniaOther Professional Experience and Community Involvement: Director, Saudi Electricity Company (2018-2020)Member, Board of Directors for the International Youth FoundationJonathan Z. CohenCLASS",https://www.sec.gov/Archives/edgar/data/1510295/000151029523000028/mpc-20230313.htm
,1028918,"Aames Investment/Financial Corp​•Served in various capacities with KeyCorp, a $60 billion financial institution, including the following:​➢Executive Vice President Group Finance, KeyCorp​➢Executive Vice President, Treasurer and Chief Financial Officer, KeyBank USA​➢Vice President of Corporate Treasury, KeyBank USA​•Various financial and accounting roles at HSBC-Marine Midland Banks​​24TABLE OF CONTENTSMichael S. Karr​​​​Age: 54Year of Hire: 2006Senior Executive Vice President and Chief Risk Officer of the BankB.A., cum laude, Claremont McKenna CollegeM.B.A., University of California, Irvine​​Mr. ",https://www.sec.gov/Archives/edgar/data/1028918/000110465923043286/tm233450d3_def14a.htm
,1028918,"Aames Investment/Financial Corp​•Served in various capacities with KeyCorp, a $60 billion financial institution, including the following:​➢Executive Vice President Group Finance, KeyCorp​➢Executive Vice President, Treasurer and Chief Financial Officer, KeyBank USA​➢Vice President of Corporate Treasury, KeyBank USA​•Various financial and accounting roles at HSBC-Marine Midland Banks​​27TABLE OF CONTENTSMichael S. Karr​​​​Age: 55Year of Hire: 2006Senior Executive Vice President and Chief Risk Officer of the BankB.A., cum laude, Claremont McKenna CollegeM.B.A., University of California, Irvine​​Mr. ",https://www.sec.gov/Archives/edgar/data/1028918/000110465924041879/tm242894-d4_def14a.htm
Szekeres David Leslie,1824293,"Mr. Szekeres received his undergraduate degree in criminology, law and society from the University of California, Irvine and his J.D. from Duke University School of Law.",https://www.sec.gov/Archives/edgar/data/1824293/000182429323000130/a2023proxystatement.htm
Aslam Farha,802481,"Ms. Aslam completed her M.B.A. with a focus on Finance from Columbia Business School in 1996 and obtained her B.A. in Economics from University of California, Irvine in 1991.",https://www.sec.gov/Archives/edgar/data/802481/000080248124000024/ppc-20240401.htm
Aslam Farha,802481,"Ms. Aslam completed her M.B.A. with a focus on Finance from Columbia Business School in 1996 and obtained her B.A. in Economics from University of California, Irvine in 1991.",https://www.sec.gov/Archives/edgar/data/802481/000080248123000026/ppc-20230327.htm
,1866633,"Ms. Aubee holds a Bachelor of Science in Clinical Psychology from the University of California, San Diego and a Juris Doctor from the University of California, Irvine School of Law.",https://www.sec.gov/Archives/edgar/data/1866633/000114036124022428/ny20022614x1_def14a.htm
HENRY CHRISTIAN O,1830214,"Mr. Henry holds a B.A. in biochemistry and cell biology from the University of California, San Diego and an M.B.A., with a concentration in finance, from the University of California, Irvine. ",https://www.sec.gov/Archives/edgar/data/1830214/000162828024018970/dna-20240429.htm
HENRY CHRISTIAN O,1830214,"Mr. Henry holds a B.A. in biochemistry and cell biology from the University of California, San Diego and an M.B.A., with a concentration in finance, from the University of California, Irvine.",https://www.sec.gov/Archives/edgar/data/1830214/000095017023015942/dna-20230428.htm
,1039280,"Ms. Farsaireceived her B.A. degree from University of California, Irvine, and her J.D. in 1996, and has been a member of the California State Barsince 1996.",https://www.sec.gov/Archives/edgar/data/1039280/000149315224015407/formdef14a.htm
FARSAI MALEA,1039280,"Ms. Farsai received her B.A. degree from University of California, Irvine and her J.D. in 1996, and has been a member of the California State Bar since 1996.",https://www.sec.gov/Archives/edgar/data/1039280/000149315223012508/formdef14a.htm
Barnett Valerie,1831915,"Ms. Barnett holds a B.A. in Political Science from the University of California, Irvine and a J.D. from Cornell Law School.",https://www.sec.gov/Archives/edgar/data/1831915/000114036123021528/ny20007889x1_def14a.htm
Barnett Valerie,1831915,"Ms. Barnett holds a B.A. in Political Science from the University of California, Irvine and a J.D. from Cornell Law School.",https://www.sec.gov/Archives/edgar/data/1831915/000114036124022063/ny20021894x1_def14a.htm
